""	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"B1"	"B10"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"C1"	"C2"	"C3"	"C4"	"C5"	"D1"	"D2"	"D3"	"D4"	"D5"	"E1"	"E2"	"E3"	"E4"	"E5"	"F1"	"F2"	"F3"	"F4"	"F5"	"G1"	"G2"	"G3"	"G4"	"G5"
"A0A060HM71"	1969900000	2427900000	1436700000	2153300000	2.24e+09	1626100000	1485200000	1.111e+09	1602200000	1.129e+09	1688900000	1088800000	1266300000	1192100000	1151600000	1600300000	1314700000	1488200000	1707100000	2099500000	1782500000	1902800000	2293900000	2094400000	1740200000	1.418e+09	1306800000	1826900000	1714500000	3051500000	2512100000	2568900000	2412700000	2519800000	1710100000	1363700000	1645500000	1438700000	1709900000	1820200000	1954800000	1879400000	1.786e+09	1826800000
"A0A060HM73"	0	55486000	34861000	8594000	71896000	23113000	58214000	37189000	42570000	0	0	0	0	0	0	0	0	0	0	37952000	8616500	25505000	64709000	21628000	59872000	32861000	36297000	58968000	60284000	0	0	0	0	17567000	0	7537900	13458000	0	0	43376000	33939000	82849000	59955000	45304000
"A0A060HM74"	6373600	0	0	7060300	6231100	6045300	6425400	5954100	4910600	0	0	6778300	5387200	0	9038800	7101200	5666400	5299000	0	8002200	8588200	4762300	5957100	7015700	6999100	6599100	5158900	7319600	6448300	6094200	7617700	5375800	5012300	5844400	3954500	4353100	4880500	0	6022600	5702400	4484700	3587600	4678800	4220400
"A0A060HM75"	0	0	0	0	0	0	0	0	643470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HM83"	0	0	0	0	0	0	0	0	0	10418000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HM85"	107170000	111190000	87622000	84427000	86728000	92280000	97275000	78362000	107880000	11771000	76641000	46360000	0	0	21565000	66241000	95587000	70429000	85418000	97148000	97568000	86647000	93530000	105070000	104570000	116760000	87575000	93951000	101540000	61535000	64558000	51772000	59640000	68759000	72772000	81266000	80394000	80368000	81967000	106510000	96188000	87687000	91235000	102600000
"A0A060HM86"	57108000	47797000	38266000	47736000	40062000	39193000	46719000	39338000	50252000	15778000	51041000	35240000	20503000	17870000	46047000	28955000	57454000	33717000	46704000	52042000	53232000	55284000	37166000	52911000	37962000	63082000	52339000	54210000	53692000	58364000	54314000	48438000	50515000	63899000	48624000	46985000	52005000	49874000	36653000	42400000	53037000	53298000	58517000	53035000
"A0A060HM89"	121760000	115880000	105560000	131540000	172050000	90782000	137580000	207740000	135330000	45998000	56356000	70950000	59339000	0	78022000	100370000	98582000	119590000	130400000	90747000	109920000	139600000	171990000	104110000	114310000	99404000	164070000	161630000	167120000	195830000	126150000	98729000	111320000	156710000	261380000	174160000	142370000	98455000	76873000	167840000	141960000	127510000	165060000	174770000
"A0A060HM90"	73334000	64180000	68306000	71501000	54903000	38022000	49682000	35678000	51180000	165700000	60224000	126060000	102380000	139550000	104200000	67106000	55773000	83465000	77710000	71633000	76615000	59130000	71361000	69614000	69159000	52122000	53828000	62543000	72868000	138400000	122970000	142490000	157820000	147030000	94231000	69311000	72675000	71995000	69073000	61201000	56074000	72217000	54834000	63590000
"A0A060HM92"	167980000	206350000	195720000	113960000	102160000	166600000	143460000	198970000	154820000	665300000	5.69e+08	852010000	732240000	769310000	738600000	662740000	518300000	676730000	848300000	180080000	215090000	184140000	183420000	230910000	184140000	193590000	141370000	132280000	165660000	833100000	883930000	936890000	914980000	745310000	644600000	712720000	682120000	782580000	802350000	252900000	270570000	231930000	234200000	339640000
"A0A060HM94"	575040000	490670000	573040000	623830000	676840000	524100000	586840000	675270000	520430000	323470000	505700000	530710000	309220000	306860000	417450000	425450000	467610000	412210000	428390000	524560000	494480000	519370000	530470000	556360000	602010000	557440000	575710000	604820000	605310000	412380000	432900000	363390000	437690000	400820000	523490000	464950000	618850000	464820000	482500000	584070000	495590000	575500000	601470000	556900000
"A0A060HM95"	5786500	6271000	0	0	0	0	0	0	5486500	0	0	0	7879900	0	7844800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5490500	0	0	5750400	6914500	6634300	0	6977600	0	0	7760600	4828700	7073800	7442400
"A0A060HM99"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6140200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7838100	0	0	0	5990400	0	0
"A0A060HMA0"	7255700	0	0	0	0	0	0	9487800	0	32087000	0	14090000	12393000	17367000	0	6809700	0	8563800	5633000	0	5638000	0	0	0	9222400	0	0	0	0	14802000	16412000	12622000	15370000	7721200	11994000	0	10853000	12652000	0	0	0	9224700	0	0
"A0A060HMA4"	0	0	5338700	7470800	0	0	0	0	4805100	0	0	0	0	0	0	0	0	0	0	8684200	7786400	0	0	0	0	0	5089600	7346300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HMA7"	17971000	16240000	21247000	20211000	16032000	20104000	19917000	18994000	21693000	0	22201000	21823000	14160000	0	26818000	23572000	25131000	21191000	21237000	19397000	16141000	16592000	19145000	19148000	18243000	21531000	19652000	16477000	19453000	23618000	22169000	25365000	27230000	32890000	23614000	28401000	22083000	23548000	25089000	20552000	20972000	19313000	22901000	19780000
"A0A060HMA9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3715500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HMB0"	2215300000	1989500000	3130800000	2130200000	2.407e+09	2024700000	2139800000	2.615e+09	2076700000	2.79e+09	2734400000	2966700000	2977900000	3365900000	2856500000	2629800000	2175400000	2731600000	2665600000	1896900000	2051400000	2214800000	2063800000	2051300000	2358600000	2286300000	2099100000	2157600000	2367600000	2993100000	2831200000	2515600000	2783800000	2480600000	2265500000	2700900000	2683300000	2168900000	2318300000	2052100000	1764500000	2029500000	2367800000	2.293e+09
"A0A060HMB2"	720210000	712730000	1024700000	856250000	795050000	743750000	752370000	725770000	697640000	750480000	808590000	985810000	901940000	910750000	1050900000	851760000	711810000	903280000	784090000	698900000	738020000	732660000	688060000	699880000	688940000	711250000	763130000	758020000	742730000	833870000	866370000	963040000	891210000	816210000	719290000	788690000	806200000	710440000	766770000	618880000	646110000	659380000	683610000	600760000
"A0A060HMB6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3649900	0	0	0	0	0	3161100	0	0	0	0	0	2859900	0	0	0	0	0	0	0	0	0	2663500	0	0	0	0	0	0	0
"A0A060HMB7"	117960000	126730000	108750000	99474000	118770000	121780000	120180000	109400000	111960000	279940000	174050000	141880000	210280000	299170000	211700000	166060000	161580000	132770000	159050000	117640000	128280000	127270000	107880000	130650000	109160000	123690000	125980000	119710000	110230000	169460000	173310000	126980000	146670000	157060000	148080000	139610000	136260000	122170000	135730000	131280000	112270000	100830000	126090000	120730000
"A0A060HMC4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3013700	0	0	0	0	0	0	0	0	0	0
"A0A060HMC5"	13493000	0	0	13899000	4797800	9253500	13691000	0	22930000	0	13419000	4986100	0	0	0	6582100	18164000	5618100	6062400	22072000	18616000	22526000	21611000	21307000	13104000	30139000	16206000	16772000	17421000	18608000	16024000	17022000	15877000	21763000	30881000	34851000	33796000	47578000	41592000	24160000	23026000	20817000	28168000	30039000
"A0A060HMC6"	51828000	71789000	76116000	55617000	56312000	89465000	64644000	49866000	56962000	74153000	68333000	79798000	88392000	74314000	96545000	79208000	64840000	68543000	79308000	58148000	50375000	52600000	60854000	47642000	41767000	50360000	53105000	49152000	43735000	86364000	86073000	98043000	94754000	104020000	62685000	59367000	61662000	57671000	63164000	52373000	65374000	50867000	52800000	51387000
"A0A060HMD8"	85232000	63678000	77174000	76158000	80130000	60339000	76386000	49768000	83721000	37587000	79775000	66867000	0	51814000	71493000	66065000	101940000	62544000	67123000	95656000	82117000	81873000	78097000	85191000	80727000	91352000	79642000	86462000	73035000	68848000	64259000	55519000	62283000	63480000	71815000	64579000	74910000	68683000	76286000	84599000	56578000	60802000	68860000	65158000
"A0A060HME2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5200400	4691200	0	0
"A0A060HME5"	64517000	70264000	106770000	76997000	72472000	75161000	77041000	64926000	67087000	80009000	75344000	109970000	111310000	102620000	78554000	78546000	64274000	94683000	83217000	50985000	57669000	56324000	73153000	71406000	61957000	61849000	66114000	72418000	84122000	89047000	92932000	108930000	97106000	80093000	48588000	80836000	76288000	59678000	60083000	65028000	62245000	60983000	69540000	58831000
"A0A060HME6"	0	4412900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6727400	0	0	0	4155900	0	0	0	0	0	0	4400100	0	0	0
"A0A060HME7"	94093000	89370000	119200000	104530000	98015000	92125000	103420000	85042000	95176000	79714000	118820000	110310000	67352000	57685000	97893000	93476000	101670000	109430000	97838000	99737000	104270000	87065000	96510000	9.9e+07	100430000	102280000	90904000	95785000	86555000	103620000	115760000	101800000	102750000	99408000	99749000	109490000	109580000	102190000	115680000	109870000	93797000	102940000	99881000	98220000
"A0A060HME8"	0	0	0	0	0	1443200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HMF2"	586500000	789200000	762710000	487380000	664380000	706540000	678540000	867020000	571920000	558430000	635990000	461570000	606810000	638830000	598390000	609510000	623290000	567060000	678950000	558990000	563590000	658940000	557970000	642430000	570590000	590220000	549880000	584110000	577750000	665210000	732990000	705830000	597730000	571350000	502520000	495380000	485490000	511500000	525940000	720420000	684920000	624950000	635960000	681810000
"A0A060HMF6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	970570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HMF8"	0	0	0	3697800	3708000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4183800	0	0	0	0	3711000	3246100	0	0	0	0	0	0	0	0	0	0	3756900	4074700	0	2576700	4393600
"A0A060HMG3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11850000	0	7285200	0	0	0	0	0	0	0	0	0
"A0A060HMH0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3999400	0	3908400	0	0	0	0	0	3734700	4043800	0	3230800	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HMH4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4920000	0	0	0	0	0	0	3937200	0	0
"A0A060HMH5"	36680000	35810000	64508000	41396000	33938000	36176000	41093000	34155000	34623000	17918000	30063000	37945000	17171000	30505000	33234000	31242000	36328000	42692000	34894000	31426000	33437000	28145000	38804000	33397000	30923000	38938000	30215000	30776000	33877000	40173000	36006000	41435000	37823000	44130000	33958000	44491000	40464000	43930000	52208000	35587000	35833000	34847000	40366000	40293000
"A0A060HMH8"	7440200	5786500	7786400	5983200	7031000	5969100	4951500	7475400	6534100	10471000	8165700	9743100	12727000	0	16466000	5209600	10200000	9105100	7145800	6563200	6118400	7011600	6204400	8373500	6345300	7678800	5907000	8071300	7928800	9117100	9298800	8781600	6084900	9580700	7743600	5938300	7800100	7444000	8768300	7152100	9877900	6246900	7349500	9362000
"A0A060HMH9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3596900	0	3446300	0	3735400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HMI0"	33111000	36621000	0	32999000	37204000	37210000	31362000	34295000	37707000	0	33863000	0	33469000	0	24907000	24949000	0	26735000	37099000	34353000	31647000	45152000	40460000	42816000	35995000	32337000	36266000	45114000	63288000	30941000	33314000	23402000	37297000	33684000	45050000	54893000	39580000	34402000	0	27412000	40018000	53357000	46893000	39154000
"A0A060HMI7"	72951000	67630000	51630000	58706000	62504000	76299000	68967000	83778000	63481000	65224000	89877000	76238000	89336000	74544000	99922000	78100000	93414000	74843000	96763000	76536000	69100000	75782000	63040000	76363000	78977000	75647000	67647000	62100000	80990000	85980000	99794000	76236000	102370000	109800000	78314000	92470000	71512000	91323000	75567000	88865000	85787000	67895000	83694000	92517000
"A0A060HMI8"	0	0	0	10399000	0	0	0	0	0	37548000	0	19267000	20956000	33515000	0	0	0	11271000	0	0	11885000	0	0	0	0	0	0	0	0	0	0	13048000	0	0	0	0	0	13220000	0	0	0	7625000	0	0
"A0A060HMI9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4690300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3229900	4135300	0	3382500	0	0	0	0	0	0	0	0	0	0
"A0A060HMJ4"	100330000	119410000	120580000	111350000	124580000	98365000	98189000	116440000	101480000	76378000	179680000	181920000	123420000	100470000	148660000	157800000	126290000	161860000	166130000	116640000	106690000	123070000	101710000	119190000	102240000	101990000	94034000	120140000	106830000	147820000	178260000	145370000	158280000	158870000	161620000	155510000	168320000	151020000	126830000	119410000	101650000	104120000	109220000	108980000
"A0A060HMJ8"	4061100	3988500	5424100	6756500	4113700	5173200	5278400	0	4817700	0	0	0	0	0	0	3603500	0	3677100	0	0	5085700	4205200	4519900	6192900	5294600	5854100	7560000	5718100	5806500	5654600	0	6058600	5796400	9137300	6296200	7113300	6948800	6842200	4718400	4273300	6306300	4703600	4774500	5925600
"A0A060HMK3"	11750000	12156000	14446000	12378000	9034500	13373000	9708100	0	12405000	8671900	13571000	25349000	10733000	8478400	18940000	10494000	0	13756000	8383900	13082000	15975000	10645000	11277000	11818000	14599000	15214000	11141000	14183000	11798000	16553000	22101000	19778000	17608000	23430000	16042000	15649000	15933000	20056000	20580000	10220000	9161700	9275600	9265100	10862000
"A0A060HMK5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3374700	0
"A0A060HMK9"	35310000	23674000	27268000	37730000	31601000	24601000	32896000	36226000	26174000	44238000	28909000	25552000	0	48983000	27682000	27152000	41249000	25245000	19914000	35512000	27043000	22867000	30823000	31008000	30832000	33190000	35816000	32130000	33183000	25347000	0	0	0	30896000	31594000	30407000	37586000	25713000	0	37104000	0	27711000	24508000	25057000
"A0A060HML3"	201910000	248490000	358250000	231570000	271120000	263560000	254600000	246790000	181090000	102170000	114630000	123990000	92132000	82912000	74244000	138710000	104340000	151680000	106390000	156140000	148940000	138890000	183240000	141010000	215130000	139930000	213770000	177470000	145620000	187760000	166830000	270540000	206330000	158780000	127670000	117530000	117620000	132600000	145440000	164700000	159790000	143450000	161100000	148380000
"A0A060HML5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7573900	0	0	0	0	0	0	0	0	0	0	0	0	5955900	0	0	0	0	0	7908800
"A0A060HML7"	160510000	138430000	159010000	133860000	133300000	139010000	146360000	155180000	148480000	272350000	170370000	225900000	240140000	255990000	226340000	175060000	182820000	171200000	193060000	163960000	174210000	148270000	143020000	161090000	154120000	165720000	143090000	138130000	152430000	122760000	125730000	114330000	114900000	135410000	161450000	175380000	152590000	163350000	179220000	155180000	139110000	143170000	152290000	159150000
"A0A060HML9"	33430000	22255000	16953000	27820000	14961000	10745000	0	0	10688000	0	0	0	0	0	0	10092000	0	0	7080000	14318000	21877000	13115000	13172000	14832000	14026000	0	0	9027400	7349100	0	11157000	17663000	7862000	0	11713000	7432700	0	16527000	0	9480800	10621000	12755000	0	0
"A0A060HMM2"	0	12834000	0	10080000	0	7326500	6352300	0	9074000	0	0	0	0	0	0	0	0	0	0	8790500	0	10176000	8676100	9651800	0	9428900	0	0	8476300	0	7362300	7751300	7025800	5932600	7683500	3882000	7764300	0	8905200	7595900	6559900	0	5692100	0
"A0A060HMM3"	181270000	188480000	269470000	152390000	177480000	156970000	147160000	166910000	144310000	203150000	110110000	359150000	180510000	198770000	136990000	179010000	118380000	181260000	105900000	121140000	173740000	108680000	135340000	111050000	187760000	109110000	117480000	91084000	103790000	188840000	138480000	171100000	209590000	121590000	139720000	143920000	115310000	170730000	163290000	149150000	125400000	134730000	116700000	148490000
"A0A060HMM6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4793400	0	4057600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HMM8"	0	7083700	0	9913000	0	7456400	8132400	0	6869500	0	0	0	0	0	0	4989900	0	0	0	4398500	0	0	5160900	0	0	0	0	0	0	0	0	4636800	0	0	0	0	0	5534300	0	0	6247000	4563500	0	0
"A0A060HMN0"	88722000	85320000	151410000	103040000	98120000	105180000	91464000	93374000	81689000	64812000	93041000	120170000	67027000	58651000	89060000	101110000	116570000	115630000	93660000	87650000	94072000	74537000	92948000	84243000	96182000	90597000	87540000	76840000	75143000	115650000	91951000	99537000	102060000	106420000	85253000	87017000	101750000	102160000	127470000	93215000	86777000	84108000	86001000	88343000
"A0A060HMN1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1103300
"A0A060HMN3"	19819000	15057000	18903000	21598000	17789000	23014000	21239000	17511000	21260000	17605000	0	0	0	0	16169000	13205000	15341000	17037000	0	18490000	16389000	17262000	22420000	15555000	23082000	21084000	23691000	19241000	21196000	0	8536400	0	0	0	15970000	16226000	19003000	16793000	24818000	14548000	14025000	18231000	12930000	13882000
"A0A060HMN4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5904800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HMN9"	64682000	82054000	61129000	70367000	85589000	44243000	58995000	62246000	59584000	74534000	60779000	67930000	65809000	86553000	76079000	67599000	41586000	61632000	61956000	52907000	61989000	66282000	70226000	60881000	59997000	59750000	53399000	89168000	61446000	46803000	59203000	55352000	42362000	32621000	53303000	34036000	41030000	31406000	22802000	55368000	37510000	34228000	37185000	36468000
"A0A060HMP2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7322600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HMP5"	204220000	213020000	227900000	217390000	195870000	209970000	182770000	193150000	217200000	119540000	197970000	241960000	109300000	113740000	162320000	230520000	192540000	207800000	195420000	206640000	198720000	191290000	209290000	196930000	203970000	200160000	209580000	179610000	175110000	243660000	221350000	222100000	285230000	279440000	257790000	249480000	230120000	256550000	266600000	196360000	219810000	222460000	197760000	211330000
"A0A060HMP8"	20675000	18236000	23560000	0	19918000	0	28161000	15408000	17913000	14688000	0	17338000	8555100	0	10716000	0	0	10784000	15191000	19733000	19198000	18425000	16807000	15599000	17202000	19904000	20736000	22293000	10774000	0	0	9558600	0	8471900	17620000	0	19425000	15229000	21336000	16800000	16664000	13337000	13527000	13380000
