""	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"B1"	"B10"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"C1"	"C2"	"C3"	"C4"	"C5"	"D1"	"D2"	"D3"	"D4"	"D5"	"E1"	"E2"	"E3"	"E4"	"E5"	"F1"	"F2"	"F3"	"F4"	"F5"	"G1"	"G2"	"G3"	"G4"	"G5"
"A0A060HLC2"	13139000	9285600	10226000	12211000	12044000	0	13378000	0	10221000	0	9097700	0	4867300	0	7120600	0	10018000	0	8903700	13261000	0	0	10057000	11991000	10467000	0	0	11523000	8444400	0	6497400	0	5587800	7569700	8687300	8934100	0	7736900	0	11767000	0	11149000	9004100	8172400
"A0A060HLC3"	37167000	33034000	27289000	30517000	28173000	24764000	31730000	34036000	35582000	42767000	46594000	37423000	39681000	32343000	40983000	42363000	45092000	44667000	44775000	35372000	40201000	31960000	32661000	35170000	35074000	34217000	29259000	32690000	31269000	48837000	48040000	36772000	52173000	45982000	40979000	40654000	38253000	41139000	45741000	38356000	27969000	24761000	33109000	35704000
"A0A060HLD6"	435630000	392100000	575870000	499720000	475320000	458950000	533560000	571840000	476680000	41658000	407240000	118750000	24342000	36819000	54458000	2.27e+08	430710000	345110000	263550000	460470000	429210000	455550000	465430000	464100000	488820000	514700000	489780000	494700000	424020000	297460000	158730000	125090000	189110000	266280000	428160000	481740000	548710000	439810000	608520000	575120000	468170000	453180000	560690000	512640000
"A0A060HLD8"	170520000	178270000	230990000	160950000	183700000	168510000	166850000	197400000	168950000	176280000	170560000	224130000	191110000	191410000	190710000	212640000	165230000	191110000	169630000	160130000	206620000	152010000	157730000	163230000	194700000	169550000	160730000	148650000	139120000	131320000	153770000	158750000	140530000	101780000	149440000	149890000	153850000	190760000	185810000	180730000	167310000	159010000	149670000	172600000
"A0A060HLE3"	83251000	102540000	122480000	88950000	108480000	97684000	74457000	99103000	90219000	31123000	92195000	65907000	55689000	30972000	51839000	97268000	133470000	83653000	73041000	78885000	75824000	79999000	94357000	91088000	73156000	80388000	88429000	88318000	70169000	105910000	106440000	9.6e+07	88570000	74411000	92937000	85021000	91633000	83592000	105320000	116590000	103400000	110650000	82228000	84022000
"A0A060HLF0"	1.018e+09	849790000	839080000	1386800000	1081900000	708780000	953280000	772760000	891170000	1042900000	915350000	675700000	1138500000	1.765e+09	908630000	793130000	622510000	946690000	1032500000	1022200000	1101800000	1376500000	1173800000	1174800000	942480000	1186800000	1412700000	1434800000	1401100000	931880000	860600000	693280000	655270000	728540000	1241900000	952850000	1.31e+09	1040100000	1270700000	1027100000	869030000	1153800000	856310000	840660000
"A0A060HLF5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3197400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HLG6"	96206000	53934000	32596000	71660000	106180000	65769000	64199000	71229000	85446000	0	151830000	47939000	47910000	0	20151000	124820000	82389000	121290000	121060000	101490000	70020000	93578000	152240000	100660000	76752000	61884000	80476000	64964000	81379000	18239000	13892000	6813900	12946000	15170000	47209000	20102000	96851000	17694000	11507000	56217000	25360000	82477000	43918000	12009000
"A0A060HLG9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4196500	0	0	0	0	0	0	0	0	0	0	0
"A0A060HLH1"	43268000	52235000	41430000	44682000	54650000	56205000	46885000	51740000	50499000	33217000	61915000	41975000	42649000	34437000	53717000	53771000	71042000	52830000	53377000	52752000	41659000	51065000	45948000	54923000	43983000	45542000	49435000	58737000	41048000	80108000	77564000	67483000	69307000	80519000	56649000	50538000	54326000	46013000	50522000	61009000	50767000	50624000	50914000	46760000
"A0A060HLH3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1118800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HLH5"	30522000	19044000	27325000	17579000	18940000	21719000	19417000	21480000	28202000	36558000	20710000	40005000	26530000	34046000	22008000	16856000	16212000	30033000	21305000	21539000	22568000	18161000	32028000	30498000	32260000	26583000	15782000	19456000	24164000	29329000	29084000	20831000	31686000	25131000	24635000	38985000	23076000	31129000	30672000	24513000	26708000	21745000	28521000	30755000
"A0A060HLH6"	11691000	8485500	0	7913600	0	6278500	11322000	0	0	0	0	12712000	0	0	9071800	8871400	0	0	0	15868000	11245000	12153000	9937800	10433000	14549000	10831000	11528000	0	11494000	0	0	0	0	0	11510000	10455000	0	11697000	7714500	14421000	9482500	7965100	10171000	9809800
"A0A060HLI7"	44977000	35595000	26527000	34390000	44358000	33478000	38047000	31495000	40846000	23641000	38600000	31138000	34315000	27658000	33944000	40907000	33976000	43892000	41361000	38420000	33922000	38429000	48259000	39057000	34186000	32749000	36285000	36298000	44636000	55981000	44056000	46345000	54299000	54354000	55462000	51095000	46546000	40282000	29240000	34104000	37585000	36979000	43877000	35867000
"A0A060HLJ2"	6405300	9271400	10950000	7820000	9880300	10972000	10822000	0	9106800	0	8024100	0	0	0	9292300	0	9563500	8800700	11619000	8610700	9262000	9591700	8655500	7795200	8987500	6722500	10569000	7455900	6963300	0	12674000	10411000	8954700	10860000	8914400	8173900	7346100	9330200	8890700	0	8530400	7770000	7342700	6242100
"A0A060HLJ3"	822910000	690250000	1058200000	824700000	883630000	687140000	923930000	916810000	724330000	449360000	667270000	855820000	416350000	662190000	469250000	683410000	596180000	891040000	626800000	7.17e+08	665900000	667670000	995360000	681320000	937880000	693540000	646070000	890070000	676310000	676670000	534300000	720180000	615770000	590300000	734680000	557760000	670630000	650870000	933560000	674500000	655810000	682160000	602540000	683700000
"A0A060HLJ6"	56678000	68892000	79257000	73441000	73373000	69211000	55156000	62607000	61743000	44661000	73195000	65846000	51988000	53280000	60354000	66101000	87170000	71163000	63205000	64930000	69873000	58235000	66081000	65316000	55493000	61371000	61017000	63416000	58367000	80220000	65019000	54025000	57819000	79627000	52244000	57829000	65534000	52164000	73328000	58118000	60006000	56283000	59766000	53126000
"A0A060HLK0"	17472000	16673000	23655000	30117000	44801000	25743000	26668000	33430000	23017000	236440000	59919000	42931000	91919000	0	62975000	63270000	23972000	38025000	53097000	28495000	22767000	26216000	7220000	7842200	33685000	22506000	42320000	44295000	31315000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HLK5"	11772000	12083000	11917000	8080100	8903300	12218000	10762000	8919000	9957900	35507000	8827100	16413000	16033000	21358000	7584200	10215000	12764000	11984000	11244000	13245000	12147000	8817700	12878000	10529000	12175000	10673000	9708300	11993000	7133200	8580000	8846400	10337000	11142000	9749000	12927000	13723000	12124000	11618000	12467000	11152000	9573100	0	10828000	10712000
"A0A060HLK9"	32585000	27373000	4668300	22783000	26030000	20867000	25698000	17099000	26250000	0	39581000	16439000	0	0	11036000	33094000	30214000	34708000	35905000	27738000	26649000	32019000	26820000	31404000	27481000	31810000	24917000	31968000	26876000	37986000	41438000	37661000	32049000	37198000	36606000	38099000	36333000	30524000	39200000	29893000	26590000	28112000	31595000	30082000
"A0A060HLL2"	23137000	20599000	18882000	23663000	23655000	20633000	26780000	25295000	24514000	27953000	28127000	39585000	23820000	36454000	39380000	33073000	32642000	30889000	33513000	23842000	23375000	23742000	22843000	26821000	23229000	28142000	23400000	22755000	30181000	25283000	29627000	42185000	31794000	33881000	28221000	27514000	29539000	29150000	30449000	23884000	24396000	28262000	31854000	26591000
"A0A060HLL3"	528100000	567500000	621760000	430300000	496490000	561040000	524690000	605730000	488470000	594900000	597060000	766770000	677480000	641090000	806140000	618810000	598760000	528540000	640830000	535760000	538960000	488400000	460570000	519230000	516420000	537420000	457160000	483110000	451080000	607330000	716100000	643210000	633880000	563890000	519440000	502070000	471670000	537050000	517670000	587580000	533970000	474140000	487040000	512760000
"A0A060HLL8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2612000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3069500	0	0
"A0A060HLM1"	40205000	35125000	21397000	49708000	37682000	38906000	46605000	42040000	44404000	0	45796000	8068500	13925000	0	15343000	27599000	30739000	29984000	31472000	48509000	37313000	61928000	47828000	52539000	36513000	46422000	58252000	55603000	63566000	40764000	21512000	22997000	27022000	38398000	45282000	47837000	51117000	32559000	19488000	42072000	38903000	43668000	53542000	40957000
"A0A060HLM5"	64337000	114760000	42306000	107310000	92531000	57228000	65177000	38783000	84298000	0	26757000	0	0	0	0	26707000	17072000	25560000	22982000	85440000	68551000	80727000	98971000	78180000	61696000	64306000	80851000	99649000	87674000	32618000	32748000	36958000	32417000	26901000	35061000	24419000	30593000	24908000	23864000	68381000	63122000	73903000	73334000	54417000
"A0A060HLM6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43418000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HLM9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11583000	0	6609600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10340000	0
"A0A060HLN2"	51099000	54618000	58850000	56410000	76223000	43445000	42422000	58850000	52968000	43741000	56762000	45739000	49429000	57762000	39025000	59256000	47033000	60628000	60882000	39424000	58139000	51074000	52379000	42063000	55071000	43333000	47790000	66336000	45821000	60791000	43871000	35885000	34780000	45827000	41926000	35109000	56089000	41147000	38201000	46359000	40947000	42215000	42856000	47337000
"A0A060HLN3"	13440000	0	0	13199000	0	0	0	0	11862000	9989500	13129000	0	0	0	0	0	0	10635000	10020000	13266000	0	9936900	10116000	11749000	9234800	0	11581000	11504000	11775000	15468000	14021000	11286000	0	13597000	0	13931000	13054000	10685000	0	0	10181000	8259100	9784600	0
"A0A060HLN6"	127820000	149030000	231640000	120420000	158330000	124660000	154210000	209710000	98668000	87553000	72370000	113050000	75448000	79466000	75719000	75084000	67869000	74396000	57920000	103640000	136340000	98482000	84529000	86883000	135920000	104790000	95697000	93653000	73533000	47240000	24440000	4581800	0	17801000	66161000	58689000	77621000	65631000	74350000	108450000	77106000	89618000	56104000	92795000
"A0A060HLN9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7342500	7192100	0	0	0	0	0	0	22436000	11304000	0	10150000	19725000	14743000	19827000	13847000	18919000	18680000	0	0	0	7610900	6734600
"A0A060HLP7"	128960000	139160000	127240000	112590000	139620000	128590000	123040000	147860000	128610000	149570000	200650000	206320000	165940000	186700000	224830000	164960000	185790000	146780000	175620000	145610000	122870000	139380000	124550000	133580000	123990000	138040000	105380000	123090000	117980000	174960000	198490000	163460000	176760000	163660000	139470000	1.09e+08	128460000	110100000	118810000	149480000	116680000	98569000	121340000	117040000
"A0A060HLQ4"	3327600	0	0	0	0	0	0	4318800	0	0	0	0	0	0	0	0	0	0	0	0	0	4025600	0	4124300	0	0	0	0	3470400	0	0	0	0	0	0	0	0	0	0	0	0	2829100	0	0
"A0A060HLR3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6901700	0	0	0	0	0	0	0	0	0	6772900	6058800	0	0	0	0	0	6783200	7375200	0	0	0	0	0	0	0	4765500
"A0A060HLR8"	5104400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HLS2"	164080000	162950000	152650000	129280000	144850000	148180000	150420000	141770000	146880000	207550000	169260000	183850000	184620000	180790000	237670000	158810000	167400000	148420000	170730000	157400000	137920000	132100000	131600000	168460000	141560000	163370000	136870000	152240000	140650000	172170000	208100000	198260000	168480000	174740000	159700000	149290000	149240000	142200000	163700000	163100000	151420000	135870000	151610000	149650000
"A0A060HLS8"	19095000	21398000	34831000	23958000	19438000	26564000	25474000	22275000	18076000	17098000	21129000	12356000	0	16848000	22501000	18256000	24721000	27143000	21769000	19947000	26458000	16680000	22787000	19853000	21137000	18612000	20886000	20545000	18260000	14018000	15711000	13231000	13506000	14055000	12072000	15837000	14234000	16621000	18995000	17681000	16434000	13373000	20068000	14591000
"A0A060HLT0"	15819000	13377000	7919600	15302000	15503000	10057000	15718000	12857000	12963000	0	13898000	10446000	0	12789000	11882000	0	10711000	0	13263000	12386000	8013400	13567000	0	12268000	14209000	13134000	0	17786000	14580000	12206000	10908000	0	0	9154500	12774000	7427200	13368000	0	0	10772000	6576000	0	12250000	13177000
"A0A060HLT4"	93344000	104230000	129170000	99477000	109730000	107100000	104940000	94305000	88847000	67310000	90493000	100590000	65368000	78947000	90657000	82939000	108180000	93557000	83385000	99562000	91882000	92977000	85523000	103550000	101170000	95057000	106230000	92488000	86902000	76285000	71248000	73319000	74663000	78260000	78691000	68701000	86806000	65184000	78817000	87902000	89204000	76281000	85882000	85706000
"A0A060HLT7"	0	0	8335700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HLU1"	212510000	506350000	709900000	173800000	461630000	565440000	412920000	586470000	202310000	264070000	202690000	207580000	243940000	214540000	251150000	355800000	178920000	279840000	393210000	198460000	3.45e+08	145010000	180640000	194150000	397680000	135810000	251910000	236970000	189610000	0	9773300	22836000	6085700	5685800	5910400	0	10428000	16712000	4581900	153610000	232880000	166040000	88320000	113050000
"A0A060HLU5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2264500	0	0
"A0A060HLV0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4080500
"A0A060HLV1"	46698000	61525000	72233000	49595000	51026000	58636000	48484000	48264000	49333000	72175000	57785000	77928000	82623000	70322000	93066000	67923000	67639000	64446000	69149000	54115000	51683000	50204000	48567000	50379000	43379000	48327000	45919000	49230000	46946000	59083000	71079000	68230000	63227000	68847000	53865000	57116000	45567000	57837000	61735000	51139000	56333000	42113000	53172000	49638000
"A0A060HLV5"	879440000	1191700000	1680600000	1099400000	1227300000	1009100000	1009300000	1.064e+09	911370000	3393300000	1345600000	1752200000	1680700000	3417500000	1685300000	1351500000	1798300000	1128200000	1240200000	1074200000	1182800000	1094100000	938550000	1157600000	998710000	1093400000	1110900000	1287700000	986390000	1420600000	1344100000	1219800000	1303100000	1068500000	1062600000	1013700000	1074100000	856160000	1.187e+09	974290000	846610000	722800000	1028800000	886910000
"A0A060HLV6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HLW2"	113460000	81417000	91042000	101620000	112190000	85010000	84096000	112470000	101430000	0	99365000	29149000	0	0	4956400	74195000	88856000	81297000	70419000	102330000	81996000	109200000	101820000	111040000	102440000	98275000	106460000	122670000	92002000	165210000	113860000	89564000	110240000	126150000	183040000	178430000	172720000	146600000	174580000	134030000	101800000	120460000	121870000	144230000
"A0A060HLW7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5569900	0	0	0	0	0	0
"A0A060HLW8"	151640000	158360000	383770000	256050000	252480000	211520000	128330000	154620000	148060000	1009400000	244160000	452910000	546800000	696510000	308550000	326970000	2.63e+08	4.9e+08	192840000	187920000	190120000	128770000	287710000	128040000	235360000	124940000	138580000	148480000	113070000	335710000	356030000	641100000	510820000	365220000	232050000	174530000	322490000	176560000	180960000	168750000	193050000	320060000	137530000	116730000
"A0A060HLX1"	22662000	18374000	21436000	18061000	18698000	16226000	17882000	14026000	19117000	0	18617000	21148000	18664000	15288000	26463000	17158000	22245000	24773000	19055000	16124000	16460000	15384000	15323000	16386000	18828000	18311000	16072000	18357000	19895000	27015000	28866000	24774000	28905000	27155000	18778000	18200000	19637000	18495000	15250000	15853000	15003000	19108000	19220000	19987000
"A0A060HLX3"	77337000	80169000	56908000	64564000	61837000	66117000	61107000	66776000	81556000	0	55090000	6794500	0	0	5072800	4640100	94756000	15520000	21873000	74366000	75832000	80044000	65555000	85239000	81626000	86299000	87818000	94331000	86141000	29277000	6896000	7391800	5879100	56536000	4015000	25880000	49089000	22056000	3411500	89712000	94325000	90623000	97308000	88200000
"A0A060HLY3"	134590000	129040000	221800000	159290000	156270000	138520000	142490000	144060000	1.34e+08	144470000	162570000	236600000	84514000	115140000	134380000	158020000	165500000	161670000	136280000	165230000	155390000	120840000	141710000	141980000	185910000	153440000	140920000	153890000	141070000	142170000	167960000	150150000	145860000	132550000	128710000	114900000	141660000	148880000	169030000	143150000	136610000	130010000	115220000	129320000
"A0A060HLY5"	38478000	44349000	53886000	34894000	38095000	40266000	35252000	36036000	30513000	98567000	29261000	59796000	64798000	84428000	45716000	33483000	24766000	35016000	27925000	23875000	30936000	20199000	27810000	19353000	41248000	20034000	29173000	24210000	20810000	54660000	61005000	78881000	75299000	46370000	26356000	26305000	16114000	28442000	39388000	25289000	28146000	26627000	22038000	29673000
"A0A060HLY8"	958120000	940100000	1506200000	1.173e+09	1127700000	1213300000	1272700000	1.105e+09	1010900000	422500000	963020000	675170000	478390000	512730000	709020000	823760000	1085500000	910170000	799040000	1055600000	1.087e+09	1179600000	984660000	914090000	888470000	1188300000	1325900000	1323900000	1051200000	855680000	720700000	781250000	678130000	695290000	980990000	995270000	1.144e+09	806540000	1278900000	913600000	968740000	910180000	1154100000	905360000
"A0A060HLZ2"	96641000	149590000	153820000	144230000	176420000	114880000	162490000	107830000	151230000	0	0	0	0	0	0	0	0	0	0	83907000	63194000	80487000	93001000	89009000	135360000	118370000	943920000	150330000	122320000	0	0	0	0	0	0	0	0	0	38284000	70846000	70257000	71239000	74201000	63119000
"A0A060HLZ5"	221150000	192650000	147950000	203460000	216160000	165060000	210110000	274080000	219530000	137900000	275570000	142560000	157890000	197480000	172890000	184790000	228730000	185290000	203790000	222420000	177870000	247950000	230750000	246020000	223750000	238290000	202770000	244210000	250820000	266810000	247600000	195480000	221660000	246140000	270850000	247360000	295170000	255020000	229510000	305770000	212740000	248520000	288070000	260650000
"A0A060HM00"	153880000	103060000	108550000	83192000	114220000	91083000	121690000	99243000	82167000	72914000	94257000	136380000	58639000	66683000	56655000	99793000	83893000	76170000	67667000	118140000	81936000	102140000	97260000	96520000	98371000	88329000	77783000	84231000	59090000	90510000	59899000	68446000	36147000	63394000	121970000	94445000	89019000	79124000	88135000	128540000	81553000	92255000	46626000	91825000
"A0A060HM02"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47874000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HM05"	351550000	445950000	346280000	525620000	505290000	383910000	481950000	464940000	516630000	577720000	395790000	508190000	881930000	775880000	1.108e+09	301250000	365210000	310350000	326410000	432010000	383270000	526770000	428950000	467180000	428010000	524530000	502120000	662690000	600550000	420140000	473200000	460360000	380400000	3.52e+08	503680000	415990000	488460000	383930000	324900000	462180000	419620000	405880000	488660000	463270000
"A0A060HM07"	14787000	21402000	0	0	20434000	21833000	18870000	0	17034000	0	0	29997000	0	12494000	0	0	0	15371000	16604000	0	0	15114000	16461000	0	17215000	20046000	18594000	17783000	0	20206000	0	21699000	0	0	19108000	17772000	0	18677000	0	0	16367000	15431000	13119000	0
"A0A060HM08"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4662000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3933300	0
"A0A060HM11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4362300	0	0	0
"A0A060HM12"	18556000	23420000	21685000	17508000	18321000	17769000	17500000	18880000	19297000	0	19766000	0	16736000	20972000	22602000	17424000	22941000	16682000	20174000	18756000	19219000	19721000	18217000	22759000	18117000	25203000	18195000	22375000	17962000	21036000	21584000	19515000	20460000	15941000	18302000	18012000	17638000	19023000	17572000	22379000	23335000	19506000	22431000	21838000
"A0A060HM14"	63113000	44098000	50102000	49073000	52052000	35329000	51497000	41615000	46161000	0	46130000	24584000	0	0	0	26714000	27443000	26704000	30020000	56230000	52008000	50292000	39973000	51104000	45906000	38775000	47183000	43849000	45864000	25181000	20200000	18105000	11788000	20318000	54323000	46988000	38571000	41257000	41403000	55211000	33302000	41150000	22467000	38425000
"A0A060HM15"	22449000	14086000	10016000	18589000	21214000	8014000	12639000	17202000	14868000	14984000	0	16560000	10827000	9998700	6176800	13665000	0	10568000	8138900	15941000	13038000	23511000	15870000	12572000	22549000	13192000	20946000	16964000	16264000	13597000	8932400	8744500	0	9284700	11694000	12923000	13983000	0	0	17079000	9175900	18774000	7890200	11712000
"A0A060HM16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	992760	0	0
"A0A060HM19"	81045000	83413000	40086000	60988000	71362000	67074000	76770000	65836000	71780000	64730000	91493000	55693000	104720000	82418000	106750000	78098000	77911000	73970000	92614000	73259000	68656000	99178000	68787000	82447000	65883000	82549000	71517000	79318000	91685000	81624000	89634000	82422000	82230000	93104000	81531000	80758000	70423000	67282000	49953000	85502000	89687000	91786000	88613000	82532000
"A0A060HM22"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1572000	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HM26"	12298000	11711000	14668000	0	11788000	19551000	12034000	12875000	14737000	0	12610000	0	0	0	11500000	0	16827000	10069000	0	14019000	11884000	15104000	11391000	9787700	13003000	13440000	12051000	11287000	10266000	7272300	12393000	9366200	11958000	11480000	10618000	9800600	8670000	13732000	13141000	12093000	15341000	12076000	11579000	11899000
"A0A060HM29"	33171000	40305000	57450000	43445000	55036000	84940000	74291000	100030000	78886000	0	24739000	0	0	0	9167000	6859100	57872000	5431900	11037000	65646000	34991000	64588000	71742000	52773000	48492000	103730000	77045000	79554000	112130000	16717000	14643000	11035000	16693000	30455000	18623000	23729000	32688000	25161000	26296000	113800000	149910000	89492000	174020000	150580000
"A0A060HM31"	136860000	122530000	141260000	127600000	121730000	115820000	121790000	123360000	122140000	100360000	161130000	142440000	124690000	102410000	152280000	128830000	149790000	129560000	149370000	127320000	122170000	99048000	109790000	108970000	1.23e+08	122810000	133080000	120590000	124640000	154770000	142810000	149430000	174500000	179590000	145930000	145050000	136040000	131340000	163470000	128510000	121970000	125760000	141480000	125870000
"A0A060HM32"	0	21014000	0	0	0	0	0	0	0	0	0	50312000	105550000	0	49369000	26767000	0	0	20826000	0	13476000	0	0	0	24063000	0	0	0	0	0	30125000	33307000	29445000	13910000	0	13259000	0	0	20763000	0	16422000	0	0	0
"A0A060HM34"	8127200	6059400	7957500	6892400	6015000	0	0	0	6807800	0	0	0	0	0	0	0	0	4692100	0	0	0	0	6268800	4109400	0	0	5283600	0	3190700	2979100	0	4734000	0	0	3699400	3340800	0	4660100	5838900	4450400	0	4940700	4485000	4825200
"A0A060HM36"	145420000	147440000	264520000	189260000	165500000	156250000	201540000	164480000	145860000	64867000	164230000	165380000	93826000	102510000	124840000	165720000	187720000	178040000	146210000	145800000	146020000	148010000	156860000	154500000	153540000	166620000	155100000	173920000	156610000	215920000	178930000	189690000	178870000	168360000	162820000	158780000	182770000	145980000	211690000	146450000	139490000	125370000	159230000	136460000
"A0A060HM37"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4487800	0	0	0	0	0	0	0	0	0	0
"A0A060HM38"	5840500	0	0	5127200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4222700	0	3226500	0	3118800	0	0	0	3712400	2808300	0	0	0	0	0	0	5198600	0	0	0	0	0	0	0	0
"A0A060HM41"	6079500	6361300	5107100	5900400	6913800	8111000	6678400	0	7393400	19730000	6648000	0	0	0	7449700	5601500	11111000	6094000	5691400	6508400	7214900	7436700	7888100	7656100	6672300	8432500	6609800	7430900	7540200	0	0	0	6563400	5177200	6146000	7618500	6009400	7389700	0	7637900	7850100	5666300	6982500	6828900
"A0A060HM43"	0	3226100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5858300	0	6351700	5193900	0	4411000	0	0	8928900	0	0	0	0	0	4237400	3757000	0	0	0	4737500	0	0	5702100	9182000	10413000
"A0A060HM47"	32691000	36551000	44359000	35410000	33048000	39955000	32333000	38036000	36939000	41451000	46426000	63841000	50102000	35408000	55514000	46956000	40469000	54270000	49070000	33083000	41850000	30271000	32980000	33825000	40003000	33379000	36960000	27796000	32283000	46366000	55793000	55897000	58037000	48368000	38782000	35202000	41315000	39995000	46108000	31263000	35504000	32998000	33970000	34342000
"A0A060HM48"	886280000	1136500000	1182300000	1014600000	1309600000	1138100000	1214500000	1608100000	1158800000	397530000	1295200000	830180000	528740000	639060000	676120000	966940000	1026200000	912790000	841220000	1040900000	866130000	1485900000	1210900000	1173100000	1057400000	1276900000	1219100000	1540700000	1109100000	1158700000	887690000	759860000	901300000	741760000	1321100000	1.047e+09	1237800000	878520000	1050900000	1292200000	1109500000	993270000	1349600000	1187100000
"A0A060HM51"	8202700	8174400	0	9134700	0	8394000	0	6738200	8494400	0	8093700	0	0	0	6541900	7472000	8516500	7304900	6734200	9488300	9719300	0	9203900	8517000	6957700	10242000	9843300	9278900	9442500	10524000	7662200	7879900	7528500	9066200	8202900	9243500	9342900	8013700	8518600	9405100	9558000	7889300	8958200	9168800
"A0A060HM52"	19786000	16106000	35628000	30080000	0	32456000	34888000	24050000	26148000	0	0	39293000	28719000	0	0	19148000	27328000	36042000	22209000	18235000	29793000	19033000	24385000	13005000	23387000	17118000	26641000	0	18063000	0	17533000	33268000	15152000	19998000	15719000	23440000	20110000	30048000	0	0	19847000	27595000	20946000	25135000
"A0A060HM57"	0	0	0	0	0	0	6452600	7077300	6899400	0	8912800	0	7000700	0	0	7099300	0	7982900	7053600	4882600	6343100	7772400	4854300	0	7959700	7520000	0	6710100	0	6298900	7877900	4741800	8010700	7232200	8104200	7120800	0	6507800	0	5392200	6701400	4996400	7487900	6078400
"A0A060HM60"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5127400	0
"A0A060HM62"	22079000	17658000	18466000	19928000	19006000	11028000	15834000	20446000	19791000	0	10879000	0	0	0	0	11468000	0	15291000	11191000	18717000	16223000	19034000	24713000	20202000	21072000	19702000	17100000	17164000	17463000	19208000	14292000	14845000	21858000	23884000	20504000	0	18994000	18239000	25624000	25873000	15641000	23197000	21205000	27393000
"A0A060HM63"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3140900	0	0	0
"A0A060HM68"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2361600	0	0	0
